# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1
# Delta_f0_over_b_i = 1
# rs_type = slip
# V0_over_Vs = 1.000000e-10
# df_dts = 0.000000e+00
# bar_v0_over_cs = 3.678794e-11
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+03
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0,df0_over_b
7.51456526e-01,3.90264705e+00,4.29059629e-09,1.71623852e+02,1.00000000e+00
7.51823116e-01,3.91855108e+00,4.38686903e-09,1.75474761e+02,1.00000000e+00
7.52181658e-01,3.93445511e+00,4.48535424e-09,1.79414170e+02,1.00000000e+00
7.52532326e-01,3.95035914e+00,4.58610346e-09,1.83444138e+02,1.00000000e+00
7.52875289e-01,3.96626317e+00,4.68916946e-09,1.87566778e+02,1.00000000e+00
7.53209454e-01,3.98210694e+00,4.79420223e-09,1.91768089e+02,1.00000000e+00
7.53536297e-01,3.99795070e+00,4.90164251e-09,1.96065701e+02,1.00000000e+00
7.53855974e-01,4.01379447e+00,5.01154624e-09,2.00461849e+02,1.00000000e+00
7.54168638e-01,4.02963824e+00,5.12397066e-09,2.04958826e+02,1.00000000e+00
7.54473415e-01,4.04542825e+00,5.23857972e-09,2.09543189e+02,1.00000000e+00
7.54771522e-01,4.06121826e+00,5.35580995e-09,2.14232398e+02,1.00000000e+00
7.55063102e-01,4.07700826e+00,5.47572208e-09,2.19028883e+02,1.00000000e+00
7.55348296e-01,4.09279827e+00,5.59837829e-09,2.23935132e+02,1.00000000e+00
7.55626368e-01,4.10853835e+00,5.72344104e-09,2.28937642e+02,1.00000000e+00
7.55898362e-01,4.12427844e+00,5.85135825e-09,2.34054330e+02,1.00000000e+00
7.56164408e-01,4.14001852e+00,5.98219591e-09,2.39287836e+02,1.00000000e+00
7.56424635e-01,4.15575861e+00,6.11602156e-09,2.44640862e+02,1.00000000e+00
7.56678382e-01,4.17144971e+00,6.25247354e-09,2.50098941e+02,1.00000000e+00
7.56926591e-01,4.18714081e+00,6.39203369e-09,2.55681348e+02,1.00000000e+00
7.57169379e-01,4.20283191e+00,6.53477370e-09,2.61390948e+02,1.00000000e+00
7.57406863e-01,4.21852301e+00,6.68076696e-09,2.67230679e+02,1.00000000e+00
7.57638438e-01,4.23416507e+00,6.82961667e-09,2.73184667e+02,1.00000000e+00
7.57864965e-01,4.24980714e+00,6.98185003e-09,2.79274001e+02,1.00000000e+00
7.58086552e-01,4.26544920e+00,7.13754491e-09,2.85501796e+02,1.00000000e+00
7.58303304e-01,4.28109127e+00,7.29678099e-09,2.91871239e+02,1.00000000e+00
7.58514675e-01,4.29668485e+00,7.45912935e-09,2.98365174e+02,1.00000000e+00
7.58721444e-01,4.31227843e+00,7.62516066e-09,3.05006427e+02,1.00000000e+00
7.58923711e-01,4.32787201e+00,7.79495949e-09,3.11798379e+02,1.00000000e+00
7.59121570e-01,4.34346560e+00,7.96861236e-09,3.18744494e+02,1.00000000e+00
7.59314611e-01,4.35901794e+00,8.14573292e-09,3.25829317e+02,1.00000000e+00
7.59503453e-01,4.37457029e+00,8.32686507e-09,3.33074603e+02,1.00000000e+00
7.59688186e-01,4.39012263e+00,8.51210076e-09,3.40484030e+02,1.00000000e+00
7.59868899e-01,4.40567498e+00,8.70153405e-09,3.48061362e+02,1.00000000e+00
7.60045207e-01,4.42118557e+00,8.89473525e-09,3.55789410e+02,1.00000000e+00
7.60217686e-01,4.43669616e+00,9.09230492e-09,3.63692197e+02,1.00000000e+00
7.60386415e-01,4.45220675e+00,9.29434299e-09,3.71773719e+02,1.00000000e+00
7.60551476e-01,4.46771734e+00,9.50095169e-09,3.80038067e+02,1.00000000e+00
7.60712495e-01,4.48318401e+00,9.71163058e-09,3.88465223e+02,1.00000000e+00
7.60870020e-01,4.49865067e+00,9.92706432e-09,3.97082573e+02,1.00000000e+00
7.61024125e-01,4.51411733e+00,1.01473614e-08,4.05894457e+02,1.00000000e+00
7.61174885e-01,4.52958400e+00,1.03726330e-08,4.14905319e+02,1.00000000e+00
7.61321960e-01,4.54500727e+00,1.06023390e-08,4.24093559e+02,1.00000000e+00
7.61465848e-01,4.56043053e+00,1.08372197e-08,4.33488786e+02,1.00000000e+00
7.61606618e-01,4.57585380e+00,1.10773929e-08,4.43095717e+02,1.00000000e+00
7.61744334e-01,4.59127707e+00,1.13229793e-08,4.52919173e+02,1.00000000e+00
7.61878775e-01,4.60666693e+00,1.15735523e-08,4.62942091e+02,1.00000000e+00
7.62010304e-01,4.62205679e+00,1.18297631e-08,4.73190524e+02,1.00000000e+00
7.62138984e-01,4.63744665e+00,1.20917401e-08,4.83669602e+02,1.00000000e+00
7.62264876e-01,4.65283651e+00,1.23596143e-08,4.94384571e+02,1.00000000e+00
7.62387728e-01,4.66818716e+00,1.26328143e-08,5.05312572e+02,1.00000000e+00
7.62507923e-01,4.68353780e+00,1.29121513e-08,5.16486051e+02,1.00000000e+00
7.62625517e-01,4.69888845e+00,1.31977645e-08,5.27910581e+02,1.00000000e+00
7.62740566e-01,4.71423910e+00,1.34897966e-08,5.39591864e+02,1.00000000e+00
7.62852884e-01,4.72955666e+00,1.37877427e-08,5.51509706e+02,1.00000000e+00
7.62962774e-01,4.74487423e+00,1.40923732e-08,5.63694927e+02,1.00000000e+00
7.63070289e-01,4.76019179e+00,1.44038396e-08,5.76153585e+02,1.00000000e+00
7.63175478e-01,4.77550936e+00,1.47222971e-08,5.88891882e+02,1.00000000e+00
7.63278169e-01,4.79079339e+00,1.50471831e-08,6.01887324e+02,1.00000000e+00
7.63378642e-01,4.80607741e+00,1.53793485e-08,6.15173938e+02,1.00000000e+00
7.63476945e-01,4.82136144e+00,1.57189578e-08,6.28758313e+02,1.00000000e+00
7.63573124e-01,4.83664546e+00,1.60661798e-08,6.42647191e+02,1.00000000e+00
7.63667053e-01,4.85190151e+00,1.64205296e-08,6.56821182e+02,1.00000000e+00
7.63758955e-01,4.86715755e+00,1.67828111e-08,6.71312444e+02,1.00000000e+00
7.63848873e-01,4.88241359e+00,1.71532037e-08,6.86128148e+02,1.00000000e+00
7.63936849e-01,4.89766964e+00,1.75318908e-08,7.01275631e+02,1.00000000e+00
7.64022715e-01,4.91288819e+00,1.79180981e-08,7.16723922e+02,1.00000000e+00
7.64106730e-01,4.92810675e+00,1.83129362e-08,7.32517447e+02,1.00000000e+00
7.64188933e-01,4.94332530e+00,1.87165999e-08,7.48663995e+02,1.00000000e+00
7.64269364e-01,4.95854386e+00,1.91292884e-08,7.65171536e+02,1.00000000e+00
7.64347890e-01,4.97372946e+00,1.95502820e-08,7.82011278e+02,1.00000000e+00
7.64424725e-01,4.98891507e+00,1.99806711e-08,7.99226844e+02,1.00000000e+00
7.64499905e-01,5.00410068e+00,2.04206675e-08,8.16826701e+02,1.00000000e+00
7.64573464e-01,5.01928629e+00,2.08704878e-08,8.34819510e+02,1.00000000e+00
7.64645300e-01,5.03444231e+00,2.13294476e-08,8.53177904e+02,1.00000000e+00
7.64715589e-01,5.04959834e+00,2.17986387e-08,8.71945546e+02,1.00000000e+00
7.64784365e-01,5.06475437e+00,2.22782911e-08,8.91131644e+02,1.00000000e+00
7.64851661e-01,5.07991040e+00,2.27686404e-08,9.10745618e+02,1.00000000e+00
7.64917383e-01,5.09503773e+00,2.32689678e-08,9.30758710e+02,1.00000000e+00
7.64981692e-01,5.11016506e+00,2.37804361e-08,9.51217445e+02,1.00000000e+00
7.65044618e-01,5.12529239e+00,2.43032959e-08,9.72131835e+02,1.00000000e+00
7.65106190e-01,5.14041972e+00,2.48378031e-08,9.93512124e+02,1.00000000e+00
7.65166317e-01,5.15551673e+00,2.53831125e-08,1.01532450e+03,1.00000000e+00
7.65225152e-01,5.17061374e+00,2.59405496e-08,1.03762198e+03,1.00000000e+00
7.65282723e-01,5.18571076e+00,2.65103865e-08,1.06041546e+03,1.00000000e+00
7.65339056e-01,5.20080777e+00,2.70929016e-08,1.08371606e+03,1.00000000e+00
