# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1.1
# Delta_f0_over_b_i = 1
# rs_type = aging
# V0_over_Vs = 1.000000e-10
# df_dts = 1.000000e+00
# bar_v0_over_cs = 3.678794e-11
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+04
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0,df0_over_b
1.03900393e+00,5.62748796e+00,3.58644106e-09,2.15435745e+02,2.03900393e+00
1.04010769e+00,5.66742969e+00,3.65131484e-09,2.19238342e+02,2.04010769e+00
1.04119189e+00,5.70737142e+00,3.71694085e-09,2.23081592e+02,2.04119189e+00
1.04225701e+00,5.74731315e+00,3.78332337e-09,2.26965675e+02,2.04225701e+00
1.04330350e+00,5.78725488e+00,3.85046668e-09,2.30890774e+02,2.04330350e+00
1.04435982e+00,5.82829488e+00,3.92025315e-09,2.34966713e+02,2.04435982e+00
1.04539740e+00,5.86933487e+00,3.99085193e-09,2.39086339e+02,2.04539740e+00
1.04641667e+00,5.91037486e+00,4.06226768e-09,2.43249849e+02,2.04641667e+00
1.04741808e+00,5.95141485e+00,4.13450505e-09,2.47457440e+02,2.04741808e+00
1.04842875e+00,5.99357854e+00,4.20958087e-09,2.51826351e+02,2.04842875e+00
1.04942145e+00,6.03574222e+00,4.28553384e-09,2.56242207e+02,2.04942145e+00
1.05039662e+00,6.07790590e+00,4.36236904e-09,2.60705221e+02,2.05039662e+00
1.05135465e+00,6.12006959e+00,4.44009153e-09,2.65215608e+02,2.05135465e+00
1.05232130e+00,6.16337780e+00,4.52085285e-09,2.69897971e+02,2.05232130e+00
1.05327073e+00,6.20668601e+00,4.60256109e-09,2.74630765e+02,2.05327073e+00
1.05420335e+00,6.24999422e+00,4.68522175e-09,2.79414222e+02,2.05420335e+00
1.05511957e+00,6.29330243e+00,4.76884036e-09,2.84248572e+02,2.05511957e+00
1.05604422e+00,6.33779714e+00,4.85575328e-09,2.89268614e+02,2.05604422e+00
1.05695236e+00,6.38229184e+00,4.94368912e-09,2.94342867e+02,2.05695236e+00
1.05784441e+00,6.42678654e+00,5.03265386e-09,2.99471581e+02,2.05784441e+00
1.05872073e+00,6.47128124e+00,5.12265351e-09,3.04655009e+02,2.05872073e+00
1.05960469e+00,6.51697485e+00,5.21616161e-09,3.10035308e+02,2.05960469e+00
1.06047286e+00,6.56266845e+00,5.31077394e-09,3.15473840e+02,2.06047286e+00
1.06132561e+00,6.60836205e+00,5.40649702e-09,3.20970875e+02,2.06132561e+00
1.06216330e+00,6.65405566e+00,5.50333738e-09,3.26526684e+02,2.06216330e+00
1.06300805e+00,6.70096747e+00,5.60392875e-09,3.32292044e+02,2.06300805e+00
1.06383767e+00,6.74787928e+00,5.70571168e-09,3.38119928e+02,2.06383767e+00
1.06465255e+00,6.79479110e+00,5.80869324e-09,3.44010630e+02,2.06465255e+00
1.06545302e+00,6.84170291e+00,5.91288054e-09,3.49964444e+02,2.06545302e+00
1.06626033e+00,6.88987296e+00,6.02112440e-09,3.56143928e+02,2.06626033e+00
1.06705317e+00,6.93804302e+00,6.13065465e-09,3.62390576e+02,2.06705317e+00
1.06783189e+00,6.98621307e+00,6.24147899e-09,3.68704706e+02,2.06783189e+00
1.06859682e+00,7.03438312e+00,6.35360513e-09,3.75086634e+02,2.06859682e+00
